ID_OREGANO:18333	PHARMGKB	MESH	 SNOMEDCT	 UMLS	 NDFRT	 MEDDRA	SNOMEDCT	NDFRT	 MESH	MEDDRA	UMLS	ORPHANET	ICD-11	ICD-10	OMIM	GARD
DISEASE:5858		C536056									C1843330	2783	LD24.10	Q78.2	607634	4151
DISEASE:5864		C536053									C0432268	2780	LD24.1Y	Q78.8	300373	4148
DISEASE:5888		C536376								10071757	C0149955	675	LB21.0	Q45.1		705
DISEASE:5889		D020288								10008777	C0205770	2807	2A00.22	D33.0		4214
DISEASE:5916		C538187									C0238590	2500	LD2B	L90.8		6543
DISEASE:5918		C537353									C0432225	2501	LD24.7	Q78.5	250400	3563
DISEASE:5926		C537575									C0473586;C4551592	2505		Q82.8	156610	3589
DISEASE:5937		C537324;C536711									C1855080	2515		Q87.8		3609
DISEASE:5939		C537323									C0220693	2514	LA05.0	Q02		3605
DISEASE:5941		C537322									C1859910	2513		Q87.8		3604
DISEASE:5949		C548070									C2932714	2524	LD20.01	Q04.3		10705
DISEASE:5954		C537325									C0796066	2522	LD20.2	Q87.8		3610
DISEASE:5956		C537711									C1835265	2526	BD93.0	Q87.8	152950	3622
DISEASE:5959		C537536;C537539									C2931524	2528	LD20.2	Q87.8		3627
DISEASE:5968		C537552									C1834935	2536		Q15.8		3637
DISEASE:5984		C538012								10070612	C1868684;C4552001	2554	LD24.JY	Q87.1	224690	2033
DISEASE:5993		C538170									C1860167	2561		K00.2		469
DISEASE:6003		C535914									C2931060	2565		Q87.5		4886
DISEASE:6017		C538193									C2931765	2579		G11.1		2417
DISEASE:6021		C536108									C2936859	2608	LD2H.Y	Q87.8		3902
DISEASE:6023		D056733									C0406810;C2607929	1359	5A70.Y	D44.8	160980	1119
DISEASE:6038		C535448									C1859468	2617		Q87.1		895
DISEASE:6051		C537677								10063361	C3489726	2623	LD24.8Y	Q87.1		2449
DISEASE:6064		C537267									C0432230	2632	LD24.A	Q87.1	249700	3553
DISEASE:6068		C537349									C1860616	2634	LD24.A	Q78.8		3555
DISEASE:6069		C537172									C1868616	2646	LD24.3	Q87.1	168400	4222
DISEASE:6071		C536050									C0432283	2645	LD24.2Y	Q87.1	166250	4142
DISEASE:6076		C537321									C1855089	2643	LD24.D	Q87.1		3602
DISEASE:6082		C537115									C0432269	2658	LD24.1Y	Q87.1	151050	3223
DISEASE:6141		C536263;C537280									C2931464	3026		Q87.8		4627
DISEASE:6144		C535288									C1849453	3021	LD2F.1Y	Q87.1	266280	4637
DISEASE:6145		C535289									C1785148	3022				5690
DISEASE:6148		C535290									C2930867	3023		Q87.8		4638
DISEASE:6153		C535283									C2930864	3018		E78.8		4635
DISEASE:6154		C535285									C0796133	3019	LD2F.1Y	Q87.8		7523
DISEASE:6158		C536267									C2931146	3015		Q87.8		224
DISEASE:6161		C535281									C1839410	3016		Q87.8		4633
DISEASE:6163		C536259									C2931142	3010		Q87.8		371
DISEASE:6167		D056731									C0271695	769	5A44	E34.8	262190	226
DISEASE:6169		C536251									C1849523	3003	FB82.Y	Q78.8		4610
DISEASE:6172		C536252									C0265294	3005	LD24.1Y 	Q78.5	265900	4612
DISEASE:6197		C536937									C1866994	3138	LD2F.1Y	Q71.8	181450	118
DISEASE:6205		C536637									C0432194	3144	LD24.3	Q77.7	269250	169
DISEASE:6208		C536618									C2931267	3132	4A01.0Y	Q87.8		239
DISEASE:6212		C536616								10070579	C1833454	3130		M35.8		160
DISEASE:6219		C536625									C1839321	3134	LD28.2	Q82.8		247
DISEASE:6229		C536320									C0796271	3123				
DISEASE:6233		C536307									C1868581	3112				
DISEASE:6236		C535870									C1867147	3110		L98.8		4738
DISEASE:6239		C535878;C537365										431				2965
DISEASE:6244		C535675									C2930978	3101		Q87.8		4709
DISEASE:6246		C535677									C1849348	3102	LD2F.1Y	Q87.8	268305	4718
DISEASE:6248		C535688									C1868309	3104		Q87.0		4729
DISEASE:6252		C537183									C1867146	3106			180750	4730
DISEASE:6261		C536352									C3888099;C5435648	3086	9B70	H35.5	193220	5507
DISEASE:6269		C537611									C1849382	3098		Q87.1		4705
DISEASE:6298		C536942									C1839463	2886	LD2F.1Y	Q87.8	311900	10089
DISEASE:6302		C536224									C1857449	2881	DB33.Y	L57.8		1633
DISEASE:6314		C537398									C1849811	2891		Q84.1	261990	4362
DISEASE:6318		C537399									C2931483	2890	LD27.0Y	Q82.4		4364
DISEASE:6341		C537893									C2931658	2874	LD2D.Y	Q85.8		4311
DISEASE:6344		C537889									C1849929	2871		Q87.1		4305
DISEASE:6346		C537121									C1832439	2867	LD24.2Y	Q87.1		4838
DISEASE:6349		C536650								10067287	C1868854	2842	LB5Y	Q55.8		4273
DISEASE:6356		C535548;C535292									C2930869	2840		Q68.8		4269
DISEASE:6361		C538189									C1856728	2854	LD2F.1Y	Q74.8	228930	2410
DISEASE:6364		C537884								10059202		708	9C61.42	Q13.4		7377
DISEASE:6369		C537586									C1838257	2853				275
DISEASE:6373		C537174									C1838256	2825		Q87.8		4223
DISEASE:6374		C536874									C1866850	2826		G11.4		4918
DISEASE:6377		C536299									C1850075	2829		Q87.8		4234
DISEASE:6380		C536870									C1866851	2821		G11.4		4921
DISEASE:6381		C537483;C538335									C2931821	2822	8B44.01	G11.4		4919
DISEASE:6384		C536317									C1850055	2836	LD90.Y	G31.8	260565	4264
DISEASE:6392		C536750									C0406587	2834	LD2B	Q82.8	278250	273
DISEASE:6396		C535990									C0268354	2962	LD28.2	Q87.8		49
DISEASE:6398		C536952;C537496									C2931509	2972		K07.0		5027
DISEASE:6399		C535819									C0410538	750	LD24.60	Q77.8	177170	4540
DISEASE:6400		C536310									C1868546	2976		E34.8		4259
DISEASE:6407		C536482									C1609433	1848	LB30.00	Q60.1		
DISEASE:6410		C536563									C1969369	2950		Q74.8		
DISEASE:6413		C536564									C1860804	2947	LD26.2	Q74.8		5290
DISEASE:6416		C538180;C538277									C2931761	2956		Q87.5		491
DISEASE:6418		C536422									C1261128	2959	LD2B	Q87.1		4494
DISEASE:6419		C538278									C1867801	2957	LD26.2	Q87.2	176305	4470
DISEASE:6421		C536330								10010427;10048834	C0158683	2924	DB99.10	Q44.6		9457
DISEASE:6446		C537403									C1970431	2896	LD2F.1Y	Q87.0	610954	4372
DISEASE:6448		C537118									C1835450	2900		Q68.8		88
DISEASE:6492		C536472									C1860596	3408	LD24.2Y	M91.8		5421
DISEASE:6501		C536932								10048951	C0265857;C1862511;C1862512	3403	LA88.Y	Q24.8	107970	5393
DISEASE:6519		C537822									C2931631	1747		Q92.1		5354
DISEASE:6527		C536918									C2931368	3328				5210
DISEASE:6529		C536907									C1848812	3326		Q87.8		5202
DISEASE:6531		C536068									C1846142;C1148551;C3806774	3322	3A70.0	D61.0	305000	346
DISEASE:6532		C536517									C1861197	3317	LD24.BY	Q77.2		5184
DISEASE:6533		C536514									C2931225	3316	8A00.1Y	Q87.8		5175
DISEASE:6543		C536551									C0406724	3351	LD27.0Y	Q82.4		265
DISEASE:6545		C536549									C0265333	3352	LD27.0Y	Q82.4	190320	7799
DISEASE:6546		C536544									C2931235	3349				
DISEASE:6548		C537082									C1862172	3344	LD24.C	Q77.8		5232
DISEASE:6549		C536970									C1839129	3341		Q87.8		5230
DISEASE:6560		C536767									C0795952	3469	LD20.3	Q04.3		424
DISEASE:6563		C536719									C1857663	3472	LD24.23	Q87.8	216340	331
DISEASE:6565		C536718								10063689	C0340037	3471	CB40.1	N46		341
DISEASE:6566		C535982									C1327915	3319	3B64.01	D61.0	604498	640
DISEASE:6571		C536051									C1850155	3460				7894
DISEASE:6573		C536742									C0342286	3464	5A61.0	Q87.5	241080	5592
DISEASE:6576		C536751									C1327917	3466	3A70.0	D61.0		39
DISEASE:6578		C536747									C0796204	3465	8D23	G80.8		5598
DISEASE:6585		C535657									C0796182	1827	LD25.3	Q75.8		5539
DISEASE:6586		C537506									C2931511	2352				3136
DISEASE:6591		C536533									C2931231	3423				5465
DISEASE:6597		C536541									C1859082	3429		Q87.8		5482
DISEASE:6614		C538275									C0085859;C1855868;C1855869	3453	5B00	E31.0	240300	8466
DISEASE:6618		D056846								10064963	C0265313	3449	9C61.42	Q87.0		4936
DISEASE:6620		C536706								10069402	C0265239	3456		Q87.8		5569
DISEASE:6624		C536703									C0796200	3454		G71.8		7890
DISEASE:6625		C536423									C0406586	3455	LD2B	E34.8	264090	330
DISEASE:6638		C535799									C0796173	1856	LD24.3	Q77.7	271700	4994
DISEASE:6640		C535802								10010455	C0152438	3181	LB72.1	Q74.0		7693
DISEASE:6647		C537488;C536444									C1852542	3194		H18.5		1531
DISEASE:6654		C537487									C1866650	3184		L72.2		5004
DISEASE:6659		C536771									C1866425	3214	LD2H.Y	Q13.8		5535
DISEASE:6665		C538142									C1802405	3210		Q82.0		127
DISEASE:6671		C535994									C1856186;C4551980	3220	LD27.0Y	Q82.4	234580	1687
DISEASE:6672		C537270									C0795944	3219	LD2H.Y	Q87.8		64
DISEASE:6688		C537525									C0265301;C4551483	3152	LD24.1Y	M85.2	269500	4771
DISEASE:6694		C537338									C1862092	3168		Q74.8		4869
DISEASE:6696		C537327									C0878684	3163	LD27.6Z	Q87.1	269880	7633
DISEASE:6699		C537580									C0403553;C4551559	3156	9B70	Q61.5	266900	322
DISEASE:6702		C535779									C1838781	3180		Q87.5		4972
DISEASE:6706		C535472									C1849087	3177	9A70.Y	G11.1		1525
DISEASE:6716		C535782									C0432222	1855	LD24.3	Q77.7		4978
DISEASE:6741		C536950									C1848912	3291		Q82.4		5125
DISEASE:6743		C536953									C1859356	3292		Q74.0		5128
DISEASE:6749		C536500									C2931218	3301	LD2F.1Y	Q87.8		386
DISEASE:6772		C538049									C1857333	3230	LD2H.Y	H90.3		1698
DISEASE:6780		C535993									C1857340	3236	LD27.0Y	Q82.4		305
DISEASE:6798		C536223									C1861385	3250	LB90.Y	Q70.9		8182
DISEASE:6803		C538152									C0795940	3255	LD2F.1Y	Q87.8		62
DISEASE:6806		C536726									C2931488	3253	LD27.0Y	Q82.4		375
DISEASE:6810		C535702									C0342793	943	5C50.E1	E72.8	248360	3371
DISEASE:6819		C536900									C2931365	3324	3B61.0Y	D68.8		5195
DISEASE:6824		C538068								10015487	C0268160	2056	5C51.5Y	E74.1	229800	
DISEASE:6830		C535308									C0268600	6	5C50.E0	E71.1	210200	5665;10954
DISEASE:6834		C537609									C1832359	2831	LD24.A	Q78.8		4703
DISEASE:6865		D046150									C0271568	633	5A61.0	E34.3		6859
DISEASE:6872		C536356;D013103								10019904	C0037889	822	3A10.Y	D58.0		6639
DISEASE:6886		C537502									C0796176;C5676888	3206	LD24.C	Q78.8	601559	5045
DISEASE:6896		D057130								10070667	C0339527	65	9B70	H35.5		634
DISEASE:6928		C537554									C1834929	2538	LD2F.1Y	Q87.8		3640
DISEASE:6958		C536840									C0282160;C2931779	1114	LC60	Q84.8	107600	5835
DISEASE:6960		C536270									C2931149	3271				4632
DISEASE:6974		D056587								10068850	C2316212	208650	4A60.1			10927
DISEASE:6975		C537933									C0795941	1272		Q87.8		958
DISEASE:6987		C537438									C0265740	1134	LA70.0	Q30.1		364
DISEASE:6997		C537086									C2931420	2619	LD24.3	Q77.7		960
DISEASE:7002		C538119									C2751683;C2751682	2151		Q43.1	613013	2695
DISEASE:7009		C537335									C2931473	3167		J98.8		4867
DISEASE:7042		C536938									C2931371	3405	LD2F.1Y	Q43.8		5403
DISEASE:7053		C548069									C1843504	2254	LD20.01	Q04.3	607596	10704
DISEASE:7076		C537544									C2931529	2519		Q87.8		
DISEASE:7081		C538002									C1843786	210566		G24.1		9629
DISEASE:7084		C537840								10064924	C1608983	210272	AB31.4	H81.8		6959
DISEASE:7092		C531613									C2930799	67	1A36;1A36.0;1A36.00 ;1A36.01;1A36.10	A06.0;A06.1;A06.2;A06.3;A06.4;A06.5;A06.6;A06.7;A06.8;A06.9		
DISEASE:7095		D051677								10025552	C0334463	2023		C49.9		6963
DISEASE:7101		C536924									C0346073	1063	2F2Y	D18.0		425
DISEASE:7104		D014120								10044269	C0040553	3343	1F6D	B83.0		
DISEASE:7110		C537206									C2936793	211017	8A03.16	G11.2		4950
DISEASE:7111		D016873									C0085399	1902	1C3Y	A48.8		2092
DISEASE:7119		C537007									C1367420	2122	2F72.Y	C49.9		3077
DISEASE:7122		D056693									C0268579;C4551877	35	5C50.E0	E71.1	606054	467
DISEASE:7124		D018370									C0242597	2968	4A00.0Y	D84.8		
DISEASE:7128		D000742									C0002876	85	3A73	D64.4		1999
DISEASE:7129		C536833									C0268595	25	5C50.E1	E72.3	231670	6522
DISEASE:7139		C535916								10069596	C0220748	175	LD27.0Y	Q78.8	250250	6996
DISEASE:7140		C536038									C0220710	42	5C52.01	E71.3	201450	540
DISEASE:7148		C535407									C0342708	2066	5C59.1	E72.8	613163	194
DISEASE:7149		C536663									C0342870	300	5C57.1	E71.3	261515	4539
DISEASE:7172		D056735								10069521	C1328840;C1866119;C1866120;C1866121	3261	4A01.22	D47.9	601859	8686
DISEASE:7195		C535679								10059255	C3495488	782	LD2F.1Y	Q13.8		5701;10281;10517;9626
DISEASE:7203		C536579									C2931247	3379		Q92.3		
DISEASE:7204		C535426								10011120	C0344616	216694	LA85.00	Q20.5		1544
DISEASE:7211		C536044									C0268362	216812	LD24.K0	Q78.0	259420	8695
DISEASE:7213		C536045									C0268363	216820	LD24.K0	Q78.0	166220	8696
DISEASE:7214		C536046									C2931093	216828	LD24.K0	Q78.0	610967	8699
DISEASE:7220		C538046									C2931714	1441		Q93.2		4724
DISEASE:7225		C538185									C1866168	1787	LD25.2	Q75.4		499
DISEASE:7240		C537630									C1853959	179	9B65.0	H30.1		5926
DISEASE:7264		D003551								10011775	C0010678	1560	1F70.Y;1F70.0;1F70.00;1F70 ;1F70.1	B69.0;B69.1;B69.8;B69.9		8194
DISEASE:7265		C537550									C1303009	566	LA11.Y	Q13.8		3635
DISEASE:7268		D016881								10053982	C0085407	2552	1F58	B60.8		3655
DISEASE:7307		C536231									C0340427	217607				
DISEASE:7317		C537782									C2931610	2037	LA8B.0	Q21.4		738
DISEASE:7322		D057180								10068968	C0338451;C0520716;C1838313	282	6D83		600274	8436
DISEASE:7334		D017129								10002533	C0162576	1070	1F61	B81.0		693
DISEASE:7335		D055952								10056667		1467	4A44.Y	H16.3		1421
DISEASE:7336		C538320									C0220992	2157	5C50.20	E70.8	235800	6661
DISEASE:7338		C537218									C0268556	3124	5C50.4	E72.3		314
DISEASE:7341		D020167									C0268553	2203	5C50.4	E72.3		2828
DISEASE:7347		C536260									C1866423	220436	3B62.00	D69.1	601709	8345
DISEASE:7348		C535328									C3495554	2168				2730
DISEASE:7349		C536171									C1857253	2195	5C60.Y	E72.0	222730	1855
DISEASE:7356		C537132									C0018425;C0599035	414	5C50.9	E72.4	258870	6556
DISEASE:7360		C536654									C0268194	2880	5C53.0Y	E74.4		
DISEASE:7361		C535767									C1291386;C0342765;C3887877	941	5C50.7Y	E74.8	220120	234
DISEASE:7363		C538265									C2674616	220460	2B90.Y	D12.6		8532
DISEASE:7366		C536652								10064170	C0268162	2843	5C51.0	E74.8	260800	418
DISEASE:7368		C535408									C0220993;C3495552	212	5C50.B	E72.1	219500	2428
DISEASE:7383		C538191									C2936826;C0342770	24	5C53.1	E88.8	606812	6476
DISEASE:7388		C538617									C1956093	851	3B64.01	D69.4		4224
DISEASE:7397		C537248									C1858664	225123		E83.1	604250	10093
DISEASE:7409		C536905									C1266101	3398				5201
DISEASE:7424		D054446								10065863	C1301362	541	2B03	C86.6		
DISEASE:7447		C545036;D057973								10069199	C0878681	1652	GB90.42	N25.8		
DISEASE:7465		C537417									C1283400;C0268379;C1622434;C1867467;C1867468;C1867469;C1867470	132	5C59.Y	E88.8	617936	7482
DISEASE:7471		C535837									C2931038	1333	2C10.Z	C25		4206
DISEASE:7506		C537420									C1858991	135	8A44.3	E75.2		231
DISEASE:7533		D006445								10018883	C0019021	2132	3A51.5	D58.2		2640
DISEASE:7541		C537968								10069646	C0264162	1320		M43.8		1063
DISEASE:7557		D008947								10027754	C0026272	809	1A30	M35.1		7051
DISEASE:7572		D052159									C0950122	347	LD2A.Y	N04.1	136680	2375
DISEASE:7577		C537241									C0398762	2966	4A00.1Y	D84.1		4513
DISEASE:7593		C531629;D001447								10004080	C0004692	1223	1A30	A07.0		809
DISEASE:7634		C535761								10060740	C0403399	839	GB4Z	N04.8	256300	1500
DISEASE:7636		D054221								10068361	C0265219	531	LD20.1	Q04.3		3669
DISEASE:7670		C536418									C0878578	238606		G25.2		8563
DISEASE:8418		D058531									C2936419	393	LD2A.Y	Q99.1		399
DISEASE:8424		D008118								10024797	C0023968	2404	1F66.0	B74.3		3283
DISEASE:8426		D016080								10049005	C0078981	2356	8D67	G93.0		17
DISEASE:8427		C535291									C2930868	1929	8A62.Y	G04.8		
DISEASE:8429		C536227								10053176	C0221023	2686	4B00.00	D70	162800	6229
DISEASE:8431		D004320								10013618	C0013100	231	1F64	B72		6286
DISEASE:8712		C537829									C2931639	592		M60.8		176
DISEASE:9074		D054990								10021240	C1800706;C4721508;C4721509;C4721952;C5561926	2032	CB03.4	J84.1	178500	8609
DISEASE:9078		C537860									C0268353	198	LD28.2	E83.0	304150	4017
DISEASE:9079		C536382									C0339539	891	LA13.3	H35.0		1613
DISEASE:9080		C536246									C0342289	225	LD2H.Y	E34.8		4003
DISEASE:9509		C531816								10066367	C0392607;C1863236;C1863239	277	4A01.10	D81.3	102700	5748
DISEASE:9699		C535600									C0342687;C4746777	230	5C59.00	G90.8	223360	1903
DISEASE:9703		C538494									C0348890	88	3A70.12	D61.0		5836
DISEASE:9711		C537531									C1854520	807		D69.4		
DISEASE:9712		C537596										26792	5C52.01	E71.3		4822
DISEASE:9718		C536649									C1387005	49	LB50	Q55.5		4272
DISEASE:9720		C536003									C0266268	674	LB21.2	Q45.3		454
DISEASE:9728		C536690									C0221054	603		G71.0	604454	5552
DISEASE:9732		D058494									C0265221;C4284790	899	8C70.6	G71.0	236670	2599
DISEASE:9739		D049288									C0686353	263	8C70.4			6907
DISEASE:9742		C536815									C1450052;C1838244	609	8C75	G71.0	600334	1886
DISEASE:9743		C536816									C1853926	602	8C75	G71.8	605820	9493
DISEASE:9817		D013322								10042254	C0038463	76	1F6B	B78.0;B78.9;B78.1;B78.7		8195
DISEASE:9818		C536369								10069517	C0392662	74	1F60.Y;1F60;1F60.0;1F60.1	B81.3;B83.2		683
DISEASE:9819		D001404								10003965	C0004576	108	1F52	B60.0		5878
DISEASE:9820		D000724;D006725								10002255;10020376	C0002831	78	1F68;1F68.1;1F68.2;1F68.0	B76.1;B76.9;B76.8;B76.0		9742
DISEASE:9826		C531609									C0086873	129	ED70.5Y	L66.0		4536
DISEASE:9827		C537633									C0266006	123	EC21.1	E88.8	262000	22
DISEASE:9828		C536075								10063383	C1840452	898	9B80	H35.5	143200	7871
DISEASE:9837		C536745								10048017	C0343073	170	EC21.0	Q84.1		5597
DISEASE:9839		C537187									C0263489	169	EC21.0	Q84.1		4359;4725
DISEASE:9841		D058247									C0406468	168	EC21.0	L65.1		3287
DISEASE:9846		D021865								10023076	C0311386	472	1A33	A07.3		3033
DISEASE:9847		D007815								10059547	C1562462	504	1G01.3	B87.0		1609
DISEASE:9848		D006925								10020546	C0020413	401	1F74	B71.0		2787
DISEASE:9854		D058285									C0277356	879	1G05	B88.1		393
DISEASE:9867		C537436									C1960539	91	5A9Y	E25.8	613546	365
DISEASE:9872		C536693									C0343101	901	EB30	L98.3		329
DISEASE:9876		C536552									C1275122	867	2F22	D23.3;D23.4;D23.5	601606	10867
DISEASE:9921		C536914								10027101	C0238462	1332	2D10.4	C73		7004
DISEASE:9928		C536910								10002240	C0238461	142	2D10.3	C73		664
DISEASE:9939		C538262									C1850635;C2931787	615	2F01	D15.1	255960	139
DISEASE:9944		C536112									C0344735	1330	LA87.40	Q21.2		4229
DISEASE:9951		C536553								10044611	C0334262	864		D23.4		5263
DISEASE:9956		C535912									C2931059	444	EC21.2	Q84.0		3390
DISEASE:9962		C536165									C0276742	499	1F28.4	B35.0		3109
DISEASE:9964		D056734									C0546966	573	EC21.0	Q84.1	158000	93
DISEASE:9966		C535892									C0023645	525	EA91.2	L66.1		3247
DISEASE:9974		C538377								10071311	C0263420	409	ED5Y	L98.8		2824
DISEASE:9976		C535729									C0406775	41	EC23.Y	L81.8	127400	334
DISEASE:9977		D058249								10067736	C0346010	122	LD27.5	C44.9	135150	2322
DISEASE:9978		C535653									C0545044	38	EC20.32	Q82.8		125
DISEASE:9982		C536611									C1851526	211		D23.4;D23.5	132700	9707
DISEASE:9987		D016109									C0079301;C0079297;C0268374	305	EC31		226650	2152
DISEASE:9990		C536321									C0406557	2908	LD2B	Q81.8	173650	4391
DISEASE:9991		C537778								10068801	C2609059	81	4A43.Y	M35.8		735
DISEASE:9994		D052880								10037652	C0041188	764	FB30	M60.0		4614
DISEASE:9998		D055955								10071573	C2717757	838	8A45.2Y	I67.7		7713
DISEASE:10000		D000796								10048640	C0033838	482	4B2Y	I89.8		6835
DISEASE:10127		C536125								10029444	C0028242	31204	1C1B.Y;1C1B;1C1B.0;1C1B.1	A43.0;A43.1;A43.8;A43.9		7210
DISEASE:10128		D008554								10069748	C0025229	31202	1C42	A24.1;A24.2;A24.3;A24.4		9546
DISEASE:10131		C538219								10057070	C0392784	31112	2B53.Y	C49.9		9569
DISEASE:10141		C537980									C2931684	71279	8C01.3	G61.8		9778
DISEASE:10145		C537234								10066142	C0338465	71272		G24.8		9684
DISEASE:10146		D059228									C3178770	71273		Q27.8		11971
DISEASE:10163		C537583									C1843851	70595	5C53.21	G71.3		9998
DISEASE:10183		C535397									C1832215	69739	LD2H.Y	G96.8		8333
DISEASE:10185		C535932										69665	JA65.0 	O26.6		9804
DISEASE:10188		C536253									C1858361	69126	4A60.Y	D89.8	604416	9176
DISEASE:10194		C535903									C1863753	69085	LD27.0Y	Q82.4	603543	10051
